question,answer,source_utterance,source_context,source_label
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PHOEBE: Hey you guys I'm gonna go out and take a walk.
  ROSS: Phoebe, why is your bag moving?
  PHOEBE: Oh, it's not!

Target statement: ""Seriously, it's moving!""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Seriously, it's moving!","[""Hey you guys I'm gonna go out and take a walk."", ""Phoebe, why is your bag moving?"", ""Oh, it's not!""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  RACHEL: I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows…
  ROSS: Wha, heh, how could you know, I don't even know!

Target statement: ""Carol called me to thank me for the lasagna, I asked, she told me.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Carol called me to thank me for the lasagna, I asked, she told me.","[""I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... And Monica knows…"", ""Wha, heh, how could you know, I don't even know!""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  JOEY: Hey. What, what are you doing here?
  PHOEBE: Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...

Target statement: ""Look now, Phoebe remember, hey, their just fulfilling their Christmas....""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....","[""Hey. What, what are you doing here?"", ""Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Aren't you with that girl over there?
  ROSS: Well, yeah, kinda. Um, but that's okay, see we have an understanding, um, see we each have this list of five famous people, so I'm allowed to sleep with you.

Target statement: ""No, no, no, it's flattery.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"No, no, no, it's flattery.","[""Aren't you with that girl over there?"", ""Well, yeah, kinda. Um, but that's okay, see we have an understanding, um, see we each have this list of five famous people, so I'm allowed to sleep with you.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  CHANDLER: Hey Pheebs!
  PHOEBE: Ohh! You made up!
  MONICA: Yeah, I couldn't be mad at him for too long.

Target statement: ""Yeah, she couldn't live without the Chan Love.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Yeah, she couldn't live without the Chan Love.","[""Hey Pheebs!"", ""Ohh! You made up!"", ""Yeah, I couldn't be mad at him for too long.""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Honey you alright?
  ROSE: I'll be fine
  BLANCHE: Is this about Arnie?

Target statement: ""No Blanche she is upset because they keep changing the taste of coke.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,No Blanche she is upset because they keep changing the taste of coke.,"[""Honey you alright?"", ""I'll be fine"", ""Is this about Arnie?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Now PERSON is depressed Rose.
  ROSE: Do you think she is depressed about Rebecca

Target statement: ""No Rose, she is depressed because Marvel had manners on only once a week""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, she is depressed because Marvel had manners on only once a week","[""Now PERSON is depressed Rose."", ""Do you think she is depressed about Rebecca""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  BLANCHE: They are ain't here yet
  DOROTHY: No, but they should be any minute
  ROSE: You seem a little nervous.
  DOROTHY: Oh you're sure I am
  ROSE: Are you nervous cause you haven't met Michael's fiancee?

Target statement: ""No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.","[""They are ain't here yet"", ""No, but they should be any minute"", ""You seem a little nervous."", ""Oh you're sure I am"", ""Are you nervous cause you haven't met Michael's fiancee?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  BLANCHE: Have you found her?

Target statement: ""Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.","[""Have you found her?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: Isn't she happy here?
  DOROTHY: I think she will be happy with Gloria
  ROSE: What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.

Target statement: ""I don't know Rose, maybe Marry Poppins has an Italian cousin.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"I don't know Rose, maybe Marry Poppins has an Italian cousin.","[""Isn't she happy here?"", ""I think she will be happy with Gloria"", ""What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: We clinked at the glasses, Stan gave me a toy smile and I winked at him
  DOROTHY: And then I gulped down the champaigne in one go
  DOROTHY: And it didn't go sdown smoothly
  DOROTHY: Later Stan told me that he put my engagement ring in the bottom of the glass
  DOROTHY: It turned up three days later.
  ROSE: Where did it turn up Dorothy?

Target statement: ""On the home shopping network""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,On the home shopping network,"[""We clinked at the glasses, Stan gave me a toy smile and I winked at him"", ""And then I gulped down the champaigne in one go"", ""And it didn't go sdown smoothly"", ""Later Stan told me that he put my engagement ring in the bottom of the glass"", ""It turned up three days later."", ""Where did it turn up Dorothy?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: I am not talking to you
  BLANCHE: I guess you are still upset with me about last night aren't you?

Target statement: ""No I am upset because crocodin turbs are wearing darker colors.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,No I am upset because crocodin turbs are wearing darker colors.,"[""I am not talking to you"", ""I guess you are still upset with me about last night aren't you?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Whop, it is really coming down.
  ROSE: Whats coming down?

Target statement: ""The liberarche marquee at Caesar's palace""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,The liberarche marquee at Caesar's palace,"[""Whop, it is really coming down."", ""Whats coming down?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Its Miami in June, only cats are wearing fur!
  ROSE: You going out?

Target statement: ""No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.","[""Its Miami in June, only cats are wearing fur!"", ""You going out?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Sorry I snapped at your Rose. It's just that I am upset, I am very upset.
  ROSE: Is it because you threw Michael out?

Target statement: ""No, its because I cannot make any sense of those commercials for obsession.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, its because I cannot make any sense of those commercials for obsession.","[""Sorry I snapped at your Rose. It's just that I am upset, I am very upset."", ""Is it because you threw Michael out?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: Are you depressed about Glen?

Target statement: ""No, I am depressed becaues Phillis George left the morning news.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, I am depressed becaues Phillis George left the morning news.","[""Are you depressed about Glen?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning.
  BLANCHE: With a man?

Target statement: ""No Blanche, with a venus fly trap""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Blanche, with a venus fly trap","[""Morning everybody, Rose honey I hope you don't mind, I borrowed your golf club, I have a date to play this morning."", ""With a man?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: Shall I set this down someplace?

Target statement: ""No Rose, go to the corner and open a stand""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, go to the corner and open a stand","[""Shall I set this down someplace?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Well ofcourse Blanche , they did it in that movie.
  ROSE: What movie?

Target statement: ""Lords of Arabia""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Lords of Arabia,"[""Well ofcourse Blanche , they did it in that movie."", ""What movie?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Just keep thinking about Ma and whose mother she really is.
  ROSE: You worried she might be Gina's?

Target statement: ""No I am worried she might be Phir Resuda's""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,No I am worried she might be Phir Resuda's,"[""Just keep thinking about Ma and whose mother she really is."", ""You worried she might be Gina's?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Oh fine we will!
  SOPHIA: Is that Paolo?

Target statement: ""Oh ma no, it was a little girl selling girl scout toilets.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Oh ma no, it was a little girl selling girl scout toilets.","[""Oh fine we will!"", ""Is that Paolo?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: Sophia was discharged, is she here?

Target statement: ""No, I haven't taken her out of the trunk of the car yet.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, I haven't taken her out of the trunk of the car yet.","[""Sophia was discharged, is she here?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: ma I think you should sit down
  ROSE: Dorothy, should I get Sophia a glass of water?

Target statement: ""Rose, you should sit here and watch her hack herself to death""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Rose, you should sit here and watch her hack herself to death","[""ma I think you should sit down"", ""Dorothy, should I get Sophia a glass of water?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old.
  SOPHIA: Are you referring to me?

Target statement: ""Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.","[""Supposed to study for my French final with a fourteen year old in the house, its hard enough with an eighty year old."", ""Are you referring to me?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: We thought you might like to join us for dinner?
  SOPHIA: I get the feeling Dorothy that you might be a little mad at me. Why is that?

Target statement: ""How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"How about stopping by new years eve with three naked women, throwing up in the pool, passing out in the punch bowl, and relieving yourself in the linen closet?","[""We thought you might like to join us for dinner?"", ""I get the feeling Dorothy that you might be a little mad at me. Why is that?""]",0
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Oh I am so nervous. Have you ever given an eulogy?
  ROSE: You mean at a funeral?

Target statement: ""No Rose, at a pie eating contest.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, at a pie eating contest.","[""Oh I am so nervous. Have you ever given an eulogy?"", ""You mean at a funeral?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Your kidney?
  BLANCHE: My kidney.
  ROSE: Why would she need a kidney?

Target statement: ""To feed the cat Rose.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,To feed the cat Rose.,"[""Your kidney?"", ""My kidney."", ""Why would she need a kidney?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: Wait donÕt leave me, what will I do if they come back?

Target statement: ""Show them your slides of Hawaii""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Show them your slides of Hawaii,"[""Wait donÕt leave me, what will I do if they come back?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: No rose.
  ROSE: Are you upset because Blanche is going to sell the house and we can't live together.

Target statement: ""No I am upset because Joe Piscapo didn't get the lead role in rain man.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,No I am upset because Joe Piscapo didn't get the lead role in rain man.,"[""No rose."", ""Are you upset because Blanche is going to sell the house and we can't live together.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: We brought dinner.
  SOPHIA: What you get?

Target statement: ""A bucket of chicked. I hope you like it extra flat and crispy""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,A bucket of chicked. I hope you like it extra flat and crispy,"[""We brought dinner."", ""What you get?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: What kind of a movie is this Dorothy?

Target statement: ""It's a musical Rose""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,It's a musical Rose,"[""What kind of a movie is this Dorothy?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  BLANCHE: Still worried about the money you owe the government?

Target statement: ""I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,"[""Still worried about the money you owe the government?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: The only thing we have in common is under the sheets
  ROSE: Whats under the sheets?

Target statement: ""His cappucino maker.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,His cappucino maker.,"[""The only thing we have in common is under the sheets"", ""Whats under the sheets?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: But I am still upset.
  BLANCHE: Are you upset because you don't know what to do about Al?

Target statement: ""No, she I supset because Jimmy Swaager can't cover his motel bill""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, she I supset because Jimmy Swaager can't cover his motel bill","[""But I am still upset."", ""Are you upset because you don't know what to do about Al?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: She is miserable.
  ROSE: Just to keep me upto speed Dorothy, it is this negligent arson that prospect of spending the rest of her wiening years in jail thing right?

Target statement: ""No itÕs the rose in the kitchen thing.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,No itÕs the rose in the kitchen thing.,"[""She is miserable."", ""Just to keep me upto speed Dorothy, it is this negligent arson that prospect of spending the rest of her wiening years in jail thing right?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: Was there ever any doubt?
  BLANCHE: Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I.

Target statement: ""In what Blanche, dog years?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"In what Blanche, dog years?","[""Was there ever any doubt?"", ""Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: You what the joke going around teacher's lounge was today Ma? Me
  SOPHIA: I know this joke
  DOROTHY: Everybody heard on the radio that some anonymous Ma was complaining that her dependent daughter Dorothy doesn't have a life of her own.
  SOPHIA: What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami?

Target statement: ""I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.","[""You what the joke going around teacher's lounge was today Ma? Me"", ""I know this joke"", ""Everybody heard on the radio that some anonymous Ma was complaining that her dependent daughter Dorothy doesn't have a life of her own."", ""What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  DOROTHY: It is not a fly Rose
  ROSE: Spanish fly is not a fly?
  DOROTHY: No, it's a beetle.
  ROSE: They call it a fly but its really a beetle?
  DOROTHY: Yes
  ROSE: How did they know its Spanish?

Target statement: ""Because it wears a little sunbrella Rose.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Because it wears a little sunbrella Rose.,"[""It is not a fly Rose"", ""Spanish fly is not a fly?"", ""No, it's a beetle."", ""They call it a fly but its really a beetle?"", ""Yes"", ""How did they know its Spanish?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SOPHIA: Probably just misses her mother.
  SOPHIA: It needs to hear a feminine voice.

Target statement: ""What was I doing? My ben gazara in person?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,What was I doing? My ben gazara in person?,"[""Probably just misses her mother."", ""It needs to hear a feminine voice.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  BLANCHE: Oh Dorothy would please open this jar of nuts for me?
  DOROTHY: You couldn't get it open?
  BLANCHE: Oh I didn't try. I don't wanna risk cracking a nail.

Target statement: ""What are these? Claws?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,What are these? Claws?,"[""Oh Dorothy would please open this jar of nuts for me?"", ""You couldn't get it open?"", ""Oh I didn't try. I don't wanna risk cracking a nail.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: How would I know if they fog up?

Target statement: ""The little man who lives in there, who turns the light on and off will tell you.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"The little man who lives in there, who turns the light on and off will tell you.","[""How would I know if they fog up?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: Hi Dorothy, cooking?

Target statement: ""No Rose, I am developing pictures from the magellan space probe""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, I am developing pictures from the magellan space probe","[""Hi Dorothy, cooking?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: What are you seeing?
  BLANCHE: Nightmare on Elm Street 4
  ROSE: Do you have to see 1, 2 and 3 to appreciate it?

Target statement: ""No Rose, it stands alone.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, it stands alone.","[""What are you seeing?"", ""Nightmare on Elm Street 4"", ""Do you have to see 1, 2 and 3 to appreciate it?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  PERSON: So you have replaced me.
  ROSE: With what?

Target statement: ""A hand puppet Rose.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,A hand puppet Rose.,"[""So you have replaced me."", ""With what?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  ROSE: No more ice-skating
  ROSE: And I am not gonna go Niagra falls in a barrel.

Target statement: ""No Rose, that you should do.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No Rose, that you should do.","[""No more ice-skating"", ""And I am not gonna go Niagra falls in a barrel.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MODERATOR: Hello everybody! How was your week?

Target statement: ""Amazing.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Amazing.,"[""Hello everybody! How was your week?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  MODERATOR: Well we have a new member of Sarcasmoholics Anonymous this week
  MODERATOR: Perhaps you would like to introduce yourself?
  SCOTT: Hi everybody, my name is Scott and I am a sarcasmholic.

Target statement: ""Nooo""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Nooo,"[""Well we have a new member of Sarcasmoholics Anonymous this week"", ""Perhaps you would like to introduce yourself?"", ""Hi everybody, my name is Scott and I am a sarcasmholic.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: I finally got to admit it to myself. I have got a sarcasm problem.

Target statement: ""Well scott I am sure we are all really really looking forward to hear your story.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Well scott I am sure we are all really really looking forward to hear your story.,"[""I finally got to admit it to myself. I have got a sarcasm problem.""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: Sorry, was that sarcasm?

Target statement: ""Sarcasm? Noo.""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Sarcasm? Noo.,"[""Sorry, was that sarcasm?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: Sarcasmholic yourself?

Target statement: ""No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health","[""Sarcasmholic yourself?""]",1
"You will be given dialogue from a TV show or movie. Analyze the target statement and determine if it is sarcastic, considering the conversation context, rhetorical devices, and emotional contrast.

Conversation context:
  SCOTT: He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it?

Target statement: ""Really?""

Is this statement sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Really?,"[""He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it?""]",1
