question,answer,source_text,source_label
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I love waking up out of a dead sleep to two firetrucks blaring past my window  😴🚒🚑""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I love waking up out of a dead sleep to two firetrucks blaring past my window  😴🚒🚑,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""'All we do is eat, watch movies and kick the shit out of each other' 😂 #RelationshipGoalsAccomplished""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"'All we do is eat, watch movies and kick the shit out of each other' 😂 #RelationshipGoalsAccomplished",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"@user @user Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money!",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""My son is so thoughtful he loves taking snacks for the class.# always thinking of others #raising him right  selfish""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,My son is so thoughtful he loves taking snacks for the class.# always thinking of others #raising him right  selfish,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Those were some great last minute substitutions @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Those were some great last minute substitutions @user,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Listening to the rain in bed #Peacefull ☔️💦💧💦""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Listening to the rain in bed #Peacefull ☔️💦💧💦,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Hey Alex, thanks for the support. My FB page is : and success to you.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"@user Hey Alex, thanks for the support. My FB page is : and success to you.",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Soccer game should be fun today...😂😂""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Soccer game should be fun today...😂😂,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Hello indoor lung nice to see have to you back.  🏃😑""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Hello indoor lung nice to see have to you back.  🏃😑,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user I also support instantly murdering 12 year olds with fake plastic guns in public parks...""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user I also support instantly murdering 12 year olds with fake plastic guns in public parks...,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user @user is this your first visit to a comment section?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user @user is this your first visit to a comment section?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user yup gotta keep up with my ""frantic party lifestyle"".""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"@user yup gotta keep up with my ""frantic party lifestyle"".",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Times my trip home perfectly  #drenched #sydney #storm #wet""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Times my trip home perfectly  #drenched #sydney #storm #wet,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day even months""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day even months,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""how half of the world is suffering from obesity and the other half is dying of famine!!!!!""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,how half of the world is suffering from obesity and the other half is dying of famine!!!!!,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Let's go CAVS!!! #cleveland #cavs #cavaliers #nba @ Quicken Loans Arena""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Let's go CAVS!!! #cleveland #cavs #cavaliers #nba @ Quicken Loans Arena,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: "".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview.""""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"If your local theater has a physical marquee with letters that can be rearranged, it's your duty to change them all to ""The Interview.""",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Damned if you do... #communication #truth  via @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Damned if you do... #communication #truth  via @user,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Photo: Invoices have been sent out...""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Photo: Invoices have been sent out...,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""The fun part about 4 am drives in the winter, is no one has cleaned the snow yet""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"The fun part about 4 am drives in the winter, is no one has cleaned the snow yet",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is  #life""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,it  just had to snow and cancel our Vball tournament today...🔫😡😡😡😡 #ball #is  #life,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I just love it when my knee clicks 😄  😒""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I just love it when my knee clicks 😄  😒,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Bad Idea When You climb on the mountain""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Bad Idea When You climb on the mountain,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#KMYB19HR study""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,#KMYB19HR study,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Where is the #TortureReport from Showtime's Homeland?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Where is the #TortureReport from Showtime's Homeland?,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""In need of a rose winee🍷🍷""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,In need of a rose winee🍷🍷,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user i am okay with a trade, but they better get a darn good package and it better not be in the division""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"@user i am okay with a trade, but they better get a darn good package and it better not be in the division",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @user @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Maybe 2 different proposals! The girl is wearing different shoes and the guy is wearing a different coat. @user @user,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Work done, gym done, steak for tea and Friday tomorrow #woohoo 😃👍",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""That one time I didn't feel in over my head.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,That one time I didn't feel in over my head.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user To the officer's defense...that was a very scary looking phone.  #BlackLivesMatter""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user To the officer's defense...that was a very scary looking phone.  #BlackLivesMatter,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user For Queen and country yet they go down and destroy an English city and attack English police lol""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user @user For Queen and country yet they go down and destroy an English city and attack English police lol,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Sure, let's go back to work on my day off after after just leaving four hours ago. Why not? #fb""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Sure, let's go back to work on my day off after after just leaving four hours ago. Why not? #fb",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I see Toledo made a good name for itself last night""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I see Toledo made a good name for itself last night,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""SCRATCHING THE NIGHT OFF MY EYES""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,SCRATCHING THE NIGHT OFF MY EYES,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user still out w/ back sprain?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user still out w/ back sprain?,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Such a good lie in""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Such a good lie in,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Iiiiiiii have the best boyfriend everrrrrrrrr.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Iiiiiiii have the best boyfriend everrrrrrrrr.,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie 👳  😂😂,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I just love freezing rain.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,I just love freezing rain.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,It's brrrrrrr kinda feel & who would go to the kitchen to make coffee ....,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Auntie just called and said shes on her way..|I better get dressed then 😲😂😂""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Auntie just called and said shes on her way..|I better get dressed then 😲😂😂,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""haven't talked to you in days. that's cool I guess.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,haven't talked to you in days. that's cool I guess.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""It's been one year of off and on eye twitching. #SoFun""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,It's been one year of off and on eye twitching. #SoFun,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user I'm good at banter... 😂😂😂""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user I'm good at banter... 😂😂😂,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#phillhughes #63  #out we will miss u always respect for u""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,#phillhughes #63  #out we will miss u always respect for u,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed.""""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"Balak to Balaam: ""Come now, curse this people for me..for I know that he whom you bless is blessed, and he whom you curse is cursed.""",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Not a strong showing for Pittsburgh sports this weekend. Thanks @user and @user for great seasons! #stillafan""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Not a strong showing for Pittsburgh sports this weekend. Thanks @user and @user for great seasons! #stillafan,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Everyone is broken. Some of 'em are so good to hide it. So good until I want to punch them in the face.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""It is so  nice knowing you have everyone's back and yet no one has mine.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,It is so  nice knowing you have everyone's back and yet no one has mine.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Thx for catching on #urock""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Thx for catching on #urock,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Adding #traditional makes the statement #legit #justbecause""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user Adding #traditional makes the statement #legit #justbecause,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user no , not anymore. 😣""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"@user no , not anymore. 😣",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""50 mph winds make a great hair fan for a photo shoot. 😃""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,50 mph winds make a great hair fan for a photo shoot. 😃,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""A 21 year old (whatever age you are IDGAF) acting like an immature little @user in public? Yup you're a classy one.  #SoNotClassy""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,A 21 year old (whatever age you are IDGAF) acting like an immature little @user in public? Yup you're a classy one.  #SoNotClassy,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead 😂  #NeedAGoodLaugh""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead 😂  #NeedAGoodLaugh,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I'm drinking,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user The day one of him minions was carrying a sign saying my mother was fat was one of mine.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user you are by far the funniest prick in the world at the moment. Can you please come to Geelong? We have a normal mayor....,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Body Language for Confidence - the easiest thing you can do to make a difference: via> @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Body Language for Confidence - the easiest thing you can do to make a difference: via> @user,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,...""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"Photoset: babaybubblez: aquabreeze: disgustinghotels:  all men But lets not forget In the real story,...",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Perty sunrise #fs100 timelapse of the mountain""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Perty sunrise #fs100 timelapse of the mountain,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user @user His tweet in the context of his history is what makes it a clear bait.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user @user @user His tweet in the context of his history is what makes it a clear bait.,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT:""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,#But #Buy #Couch #Enveloppe #If #Its  #HomeDecor|Please RT:,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Sure Staff... Now Hiring.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Sure Staff... Now Hiring.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Blowing your nose so hard your ears pop is the greatest way to start a Wednesday.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,Blowing your nose so hard your ears pop is the greatest way to start a Wednesday.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,@user Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Love watching #latenightfilms. Enjoyed #MockingjayPart1 @user #didsbury. Ta @user #Grateful to have such a #goodfriend.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Love watching #latenightfilms. Enjoyed #MockingjayPart1 @user #didsbury. Ta @user #Grateful to have such a #goodfriend.,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,probably going to fail tomorrow yayy  #GlobalArtistHMA #MTVStars One Direction,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""Need a two hour long hug insecure""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,Need a two hour long hug insecure,0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. via @user""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",non_sarcastic,"#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. via @user",0
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,And you just skip my TBH? Do you not like me so much as to just erase me from your life or something? #awesome 😤,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""The Interview has been cancelled, not because of north korea but because the immense comedy would blow our mortal minds""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,"The Interview has been cancelled, not because of north korea but because the immense comedy would blow our mortal minds",1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.,1
"Analyze the following text and determine if it is sarcastic. Consider rhetorical devices, context, and emotional contrast.

Text: ""@user @user Love her. please publicise her more.""

Is this text sarcastic? Respond with your reasoning, then provide your answer as either 'sarcastic' or 'non_sarcastic'.",sarcastic,@user @user Love her. please publicise her more.,1
